Raison Sociale,site_id,FAIT,category,TEXTE FRANÇAIS,TEXTE  ANGLAIS,PHOTO,Longitude,Latitude,Ville,,Type,Sous-type,Ligne adresse 1,NumÈro,ComplÈment numÈro,Type de voie,Voie,Ligne adresse 3,Boite postale,Code postal,,Bureau distributeur,Indicateur cÈdex,CÈdex,TÈlÈphone,Mail,Adresse Web,,,
Ch‚teau de Meyrargues,,,,,,,5.532084,43.624008,Meyrargues,,cdt:Monument,Ch‚teau,,,,,,,,13650,,MEYRARGUES,non,,04 42 63 49 90,,,,,
"Les CarriËres grecques dites ""de Baou Tailla""",,,,,,,5.045061,43.329176,Martigues,,cdt:Site,Site archÈologique antique,,17-21,,Corniche,De Baou Tailla,,,13500,,MARTIGUES,non,,04 42 42 31 10,,,,,
Chapelle Saint Thomas,,,,,,,4.946541,43.803875,MollÈgËs,,cdt:Monument,Chapelle,,,,,,,,13940,,MOLLEGES,non,,04 90 95 03 51,mairie.molleges@wanadoo.fr,http://www.mairie-molleges.fr,,,
"CloÓtre Saint Paul de Mausole, Centre culturel et touristique Van Gogh",,,,,,,4.845673,43.781562,Saint RÈmy de Provence,,cdt:Monument,CloÓtre,,,,,,,,13210,,SAINT REMY DE PROVENCE,non,,04 90 92 77 00,maison.sante.st.paul@wanadoo.fr,,,,
Eglise Saint Vincent,,,,,,,4.817418,43.723826,Les Baux de Provence,,cdt:Monument,Eglise,,,,,,,,13520,,LES BAUX DE PROVENCE,non,,04 90 54 34 39,tourisme@lesbauxdeprovence.com,http://www.lesbauxdeprovence.com,,,
Chapelle Notre Dame de PitiÈ,,,,,,,4.831603,43.785134,Saint RÈmy de Provence,,cdt:Monument,Chapelle,,,,MontÈe,Des Antiques,,,13210,,SAINT REMY DE PROVENCE,non,,04 90 92 35 13,,,,,
Glanum,,,,,,,4.832046,43.780341,Saint RÈmy de Provence,,cdt:Site,Site archÈologique antique,,,,Avenue,Vincent Van Gogh,,,13210,,SAINT REMY DE PROVENCE,non,,04 90 92 23 79,,http://www.glanum.fr,,,
Mas du Juge,,,,,,,4.782705,43.822914,Maillane,,cdt:Monument,Maison,,,,Route,De St RÈmy,,,13910,,MAILLANE,non,,"04 90 90 55 06

06 09 44 88 57",masdujuge@orange.fr,,,,
Quai d'honneur de l'HÙtel de Ville,,,,,,,6.6302386,45.9364322,Martigues,,cdt:Site,Place - Cours,,,,Quai,De l'HÙtel de Ville,,,13500,,MARTIGUES,non,,00 00 00 00 00,,,,,
La Pointe de l'Œle,,,,,,,5.049773,43.404151,Martigues,,cdt:Site,Place - Cours,,,,,,,,13500,,MARTIGUES,non,,04 42 44 41 00,,,,,
Chapelle des PÈnitents Noirs,,,,,,,5.572246,43.292841,Aubagne,,cdt:Monument,Chapelle,,,,,,Les Aires Saint Michel,,13400,,AUBAGNE,non,,04 42 18 17 26,,,,,
Eglise Saint Louis,,,,,,,4.804252,43.387459,Port Saint Louis du RhÙne,,cdt:Monument,Eglise,,1,,Avenue,De la RÈpublique,,,13230,,PORT SAINT LOUIS DU RHONE,non,,04 42 86 06 83,,,,,
Chapelle Saint Jean de Bernasse,,,,,,,5.119247,43.623529,Salon de Provence,,cdt:Monument,Chapelle,,,,Chemin,De Saint Jean,,,13300,,SALON DE PROVENCE,non,,04 90 44 89 00,,,,,
Quartier des Savonniers,,,,,,,5.046226,43.643819,Salon de Provence,,cdt:Site,Quartier historique,,,,,,,,13300,,SALON DE PROVENCE,non,,04 90 44 89 00,,,,,
Sculpture d'EugËne Piron / Monuments aux morts,,,,,,,5.0702794,43.6499323,Salon de Provence,,cdt:Monument,Monument aux morts,CimetiËre Saint-Roch,,,Place,Morgan,,,13300,,SALON DE PROVENCE,non,,04 90 44 89 00,,,,,
Fontaine Moussue,,,,,,,5.097011,43.641685,Salon de Provence,,cdt:Monument,Fontaine,,,,Place,Crousillat,,,13300,,SALON DE PROVENCE,non,,04 90 44 89 00,,,,,
Eglise Notre Dame de l'Assomption,,,,,,,5.2614,43.654808,Lambesc,,cdt:Monument,Eglise,PresbytËre,40,,Rue,Grande,,,13410,,LAMBESC,non,,04 42 57 01 01,up3pierres@gmail.com,http://www.lestroispierres.com,,,
Eglise Saint-Michel,,,,,,,5.09803,43.640422,Salon de Provence,,cdt:Monument,Eglise,,,,Place,Saint-Michel,,,13300,,SALON DE PROVENCE,non,,04 90 56 06 40,,,,,
Ch‚teau de Cassis,,,,,,,5.549764,43.218326,Cassis,,cdt:Monument,Ch‚teau,,,,,,,,13260,,CASSIS,non,,00 00 00 00 00,,,,,
Maison du LÈzard,,,,,,,4.782482,43.830922,Maillane,,cdt:Monument,Maison,,,,Avenue,Lamartine,,,13910,,MAILLANE,non,,04 32 61 93 86,ot.maillane@wanadoo.fr,http://www.maillane.fr,,,
La Bastide de Fontvieille,,,,,,,5.492101,43.32484,Allauch,,cdt:Monument,Bastide,,780,,Route,Des quatre saisons,,,13190,,ALLAUCH,non,,04 91 10 49 20,ot.allauch@visitprovence.com,http://tourisme.allauch.com,,,
Place Jules Morgan,,,,,,,5.070279,43.649932,Salon de Provence,,cdt:Site,Place - Cours,,,,Place,Jules Morgan,,,13300,,SALON DE PROVENCE,non,,04 90 44 89 00,,http://www.salon-de-provence.fr/,,,
Site mÈdiÈval de l'Hauture,,,,,,,4.914324,43.474548,Fos sur Mer,,cdt:Site,CitÈ mÈdiÈvale,,1,,Rue,De l'Eglise,,,13270,,FOS SUR MER,non,,04 42 05 47 03,,,,,
Les AntiquitÈs,,,,,,,5.046226,43.643819,Salon de Provence,,cdt:Monument,Patrimoine divers,,,,,,Saint Jean de Bernasse,,13300,,SALON DE PROVENCE,non,,04 90 44 89 00,,,,,
Chapelle Notre Dame du Bon Voyage,,,,,,,5.10269,43.629437,Salon de Provence,,cdt:Monument,Chapelle,,,,Avenue,Guynemer,,,13300,,SALON DE PROVENCE,non,,04 90 44 89 00,,,,,
Porte du Bourg Neuf,,,,,,,5.098591,43.640786,Salon de Provence,,cdt:Monument,Porte,,,,Rue,Du Bourg Neuf,,,13300,,SALON DE PROVENCE,non,,04 90 44 89 00,,,,,
Chapelle Saint-Roch,,,,,,,5.0368005,43.7917436,Orgon,,cdt:Monument,Chapelle,,,,,,,,13660,,ORGON,non,,04 90 73 09 54,,,,,
L'ancien castrum d'Allauch,,,,,,,5.509247,43.3609248,Allauch,,cdt:Site,"Site archÈologique divers

CitÈ mÈdiÈvale",,,,,,,,13190,,ALLAUCH,non,,04 91 10 49 20,ot.allauch@visitprovence.com,http://tourisme.allauch.com,,,
Chapelle Saint-Gervais,,,,,,,5.0368005,43.7917436,Orgon,,cdt:Monument,Chapelle,,,,,,,,13660,,ORGON,non,,04 90 73 09 54,,,,,
Mairie,,,,,,,4.773098,43.85087,Graveson,,cdt:Monument,Edifice administratif,Cours National,,,,,,,13690,,GRAVESON,non,,04 90 95 71 05,,http://www.mairie-graveson.com/,,,
Chapelle des PÈnitents Blancs,,,,,,,4.817418,43.723826,Les Baux de Provence,,cdt:Monument,Chapelle,,,,,,,,13520,,LES BAUX DE PROVENCE,non,,04 90 54 34 39,,http://www.lesbauxdeprovence.com,,,
CarriËres de BibÈmus,,,,,,,5.483645,43.529812,Aix en Provence,,cdt:Monument,Patrimoine divers,,3090,,Chemin,De BibÈmus,,,13100,,AIX EN PROVENCE,non,,00 00 00 00 00,,http://www.aixenprovencetourism.com,,,
HÙtel de Grille,,,,,,,4.629062,43.679183,Arles,,cdt:Monument,HÙtel particulier,,14,,Rue,De Grille,,,13200,,ARLES,non,,04 90 18 41 20,,http://www.patrimoine.ville-arles.fr/arles/ville.cfm?action=edifice_descriptif&id=98,,,
HÙtel de Donines,,,,,,,4.629438,43.677636,Arles,,cdt:Monument,HÙtel particulier,,4,,Rue,De la Bastille,,,13200,,ARLES,non,,04 90 18 41 20,,http://www.patrimoine.ville-arles.fr/arles/ville.cfm?action=edifice&id=32,,,
ThÈ‚tre Antique,,,,,,,4.629254,43.676968,Arles,,cdt:Monument,ThÈ‚tre antique,,,,Rue,De la Calade,,,13200,,ARLES,non,,04 90 49 59 05,,http://www.patrimoine.ville-arles.fr/arles/ville.cfm?action=edifice&id=6,,,
Porte d'Auguste,,,,,,,4.633657,43.67815,Arles,,cdt:Monument,Porte,,,,Boulevard,Emile Combes,,,13200,,ARLES,non,,04 90 18 41 20,,http://www.patrimoine.ville-arles.fr/arles/ville.cfm?action=edifice&id=45,,,
Les Alyscamps,,,,,,,4.632313,43.673847,Arles,,cdt:Monument,CimetiËre historique - nÈcropole - tombeau,,,,Avenue,Des Alyscamps,,,13200,,ARLES,non,,04 90 49 59 05,,http://www.patrimoine.ville-arles.fr/arles/ville.cfm?action=site&id=1,,,
HÙtel de Divonne,,,,,,,4.62306,43.676497,Arles,,cdt:Monument,HÙtel particulier,,6,,Rue,De la Roquette,,,13200,,ARLES,non,,04 90 18 41 20,,http://www.patrimoine.ville-arles.fr/arles/ville.cfm?action=edifice&id=38,,,
Eglise Saint GeniËs (Genest),,,,,,,5.054671,43.40375,Martigues,,cdt:Monument,Eglise,,,,Place,Lamartine,,,13500,,MARTIGUES,non,,04 42 42 10 65,,,,,
HÙtel de la LauziËre,,,,,,,4.625817,43.676546,Arles,,cdt:Monument,HÙtel particulier,,,,Rue,De la RÈpublique,,,13200,,ARLES,non,,04 90 18 41 20,,http://www.patrimoine.ville-arles.fr/arles/ville.cfm?action=edifice&id=86,,,
Porte de la Cavalerie,,,,,,,4.631402,43.681327,Arles,,cdt:Monument,Porte,,,,,,,,13200,,ARLES,non,,04 90 18 41 20,,http://www.patrimoine.ville-arles.fr/arles/ville.cfm?action=edifice&id=27,,,
Place de la RÈpublique,,,,,,,4.627613,43.676371,Arles,,cdt:Site,Place - Cours,,,,Place,De la RÈpublique,,,13200,,ARLES,non,,04 90 18 41 20,,http://www.patrimoine.ville-arles.fr/arles/ville.cfm?action=site&id=7,,,
Le cirque romain,,,,,,,4.61679,43.672714,Arles,,cdt:Monument,Cirque romain,,,,,,,,13200,,ARLES,non,,04 90 18 41 20,,http://www.patrimoine.ville-arles.fr/arles/ville.cfm?action=edifice&id=43,,,
ThÈ‚tre,,,,,,,4.659834,43.804011,Tarascon,,cdt:Monument,ThÈ‚tre historique - opÈra historique,,2,,Rue,EugËne Pelletan,,,13150,,TARASCON,non,,"04 90 91 51 02

04 90 91 51 30",,http://www.tarascon.fr,,,
L'ArchevÍchÈ,,,,,,,4.627669,43.676377,Arles,,cdt:Monument,Patrimoine divers,,,,Place,De la RÈpublique,,,13200,,ARLES,non,,04 90 18 41 20,,http://www.patrimoine.ville-arles.fr/arles/ville.cfm?action=edifice&id=71,,,
Palais des Podestats,,,,,,,4.627175,43.677029,Arles,,cdt:Monument,Palais,,,,Plan,De la cour,,,13200,,ARLES,non,,04 90 18 41 20,,http://www.patrimoine.ville-arles.fr/arles/ville.cfm?action=edifice&id=47,,,
Tour de l'Ecorchoir,,,,,,,4.621425,43.674018,Arles,,cdt:Monument,Tour - beffroi - campanile,,,,Boulevard,ClÈmenceau,,,13200,,ARLES,non,,04 90 18 41 20,,http://www.patrimoine.ville-arles.fr/arles/ville.cfm?action=edifice&id=88,,,
Tour de l'horloge,,,,,,,4.627368,43.676811,Arles,,cdt:Monument,Tour - beffroi - campanile,,,,Rue,De l'HÙtel de Ville,,,13200,,ARLES,non,,04 90 18 41 20,,http://www.patrimoine.ville-arles.fr/arles/ville.cfm?action=edifice&id=36,,,
Eden ThÈ‚tre,,,,,,,5.610952,43.178565,La Ciotat,,cdt:Monument,ThÈ‚tre historique - opÈra historique,,25,,Boulevard,Georges ClÈmenceau,,,13600,,LA CIOTAT,non,,04 42 04 72 62,leslumieresdeleden@free.fr,http://www.leslumieresdeleden.fr,,,
L'obÈlisque antique,,,,,,,4.627441,43.676346,Arles,,cdt:Monument,ObÈlisque,,,,Place,De la RÈpublique,,,13200,,ARLES,non,,04 90 18 41 20,,http://www.patrimoine.ville-arles.fr/arles/ville.cfm?action=edifice&id=41,,,
Eglise St CÈsaire,,,,,,,4.62239,43.675539,Arles,,cdt:Monument,Eglise,,,,Rue,St CÈsaire,,,13200,,ARLES,non,,04 90 18 41 20,,http://www.patrimoine.ville-arles.fr/arles/ville.cfm?action=edifice_descriptif&id=22,,,
Tour des Mourgues,,,,,,,4.632282,43.675213,Arles,,cdt:Monument,Tour - beffroi - campanile,Carrefour de la CroisiËre,,,,,,,13200,,ARLES,non,,04 90 18 41 20,,http://www.patrimoine.ville-arles.fr/arles/ville.cfm?action=edifice&id=75,,,
Fontaine AmÈdÈe Pichot,,,,,,,4.631059,43.679591,Arles,,cdt:Monument,Fontaine,,,,Rue,Voltaire,,,13200,,ARLES,non,,04 90 18 41 20,,http://www.patrimoine.ville-arles.fr/arles/ville.cfm?action=edifice&id=98,,,
HÙtel Quiqueran de Beaujeu,,,,,,,4.628998,43.677743,Arles,,cdt:Monument,HÙtel particulier,,16,,Rue,Des arËnes,,,13200,,ARLES,non,,04 90 18 41 20,,http://www.patrimoine.ville-arles.fr/arles/ville.cfm?action=edifice&id=51,,,
Eglise St Jean de Moustiers,,,,,,,4.631677,43.676434,Arles,,cdt:Monument,Eglise,,,,Rue,Du Grand Couvent,,,13200,,ARLES,non,,04 90 18 41 20,,http://www.patrimoine.ville-arles.fr/arles/ville.cfm?action=edifice_descriptif&id=56,,,
Les Thermes de Constantin,,,,,,,4.627595,43.678717,Arles,,cdt:Monument,Thermes historiques,,,,Rue,Dominique MaÔsto,,,13200,,ARLES,non,,04 90 49 59 05,,http://www.patrimoine.ville-arles.fr/arles/ville.cfm?action=edifice&id=7,,,
HÙtel Boyer d'Eguilles,,,,,,,5.448917,43.527972,Aix en Provence,,cdt:Monument,HÙtel particulier,,6,,Rue,Espariat,,,13100,,AIX EN PROVENCE,non,,04 42 26 23 67,,http://www.aixenprovencetourism.com,,,
HÙtel Estienne de Saint Jean,,,,,,,5.447391,43.531205,Aix en Provence,,cdt:Monument,HÙtel particulier,,17,,Rue,Gaston de Saporta,,,13100,,AIX EN PROVENCE,non,,00 00 00 00 00,,http://www.aixenprovencetourism.com,,,
Abbaye de Silvacane,,,,,,,5.329099,43.716049,La Roque d'AnthÈron,,cdt:Monument,Abbaye,,,,,,,,13640,,LA ROQUE D'ANTHERON,non,,04 42 50 41 69,cpauvarel.laroque@orange.fr,http://www.abbaye-silvacane.com,,,
Patrimoine sacrÈ de La Ciotat,,,,,,,5.6042904,43.1740354,La Ciotat,,cdt:Monument,"Eglise

Chapelle",,,,,,,,13600,,LA CIOTAT,non,,04 42 71 43 82,,,,,
Tour Saint Louis,,,,,,,4.805679,43.384298,Port Saint Louis du RhÙne,,cdt:Monument,Tour - beffroi - campanile,,,,Quai,Bonnardel,,,13230,,PORT SAINT LOUIS DU RHONE,non,,04 42 86 01 21,contact@portsaintlouis-tourisme.fr,http://www.portsaintlouis-tourisme.fr,,,
Ch‚teau d'Avignon,,,,,,,4.435891,43.496124,Saintes Maries de la Mer,,cdt:Monument,Ch‚teau,Domaine du Ch‚teau d'Avignon,,,Route,D'Arles,,,13460,,LES SAINTES MARIES DE LA MER,non,,04 13 31 94 54,chateau.davignon@cg13.fr,http://www.culture-13.fr/domaine-du-chateau-d-avignon,,,
Oratoire Saint Eloi,,,,,,,4.899817,43.88297,Noves,,cdt:Monument,Oratoire,,,,Route,De Ch‚teaurenard,,,13550,,NOVES,non,,04 90 92 90 43,tourisme.noves@wanadoo.fr,http://www.noves.com/office_tourisme/decouvrir.php,,,
Eglise Notre Dame de Nazareth,,,,,,,5.713544,43.44531,Trets,,cdt:Monument,Eglise,Eglise de Nazareth,,,Place,Des heros et martyres de la resistance,,,13530,,TRETS,non,,04 42 29 20 11,,,,,
Ponts de la passe Nord,,,,,,,5.054921,43.407008,Martigues,,cdt:Monument,Pont,,,,,,,,13500,,MARTIGUES,non,,00 00 00 00 00,,,,,
Esplanade de FerriËres,,,,,,,5.053728,43.404811,Martigues,,cdt:Site,Place - Cours,,,,,,,,13500,,MARTIGUES,non,,04 42 44 33 33,,,,,
Eglise Notre Dame de l'Assomption,,,,,,,5.609674,43.173941,La Ciotat,,cdt:Monument,Eglise,,25,,Rue,A. Abeille,,,13600,,LA CIOTAT,non,,04 42 71 43 82,,,,,
Chapelle des PÈnitents Bleus,,,,,,,5.609964,43.177177,La Ciotat,,cdt:Monument,Chapelle,,,,Esplanade,Du 8 mai 1945,,,13600,,LA CIOTAT,non,,04 42 08 10 11,,,,,
Place Jean JaurËs,,,,,,,5.054795,43.407674,Martigues,,cdt:Site,Place - Cours,,,,Place,Jean JaurËs,,,13500,,MARTIGUES,non,,00 00 00 00 00,,,,,
Place GÈrard Tenque,,,,,,,5.053728,43.404811,Martigues,,cdt:Site,Place - Cours,,,,Place,GÈrard Tenque,,,13500,,MARTIGUES,non,,00 00 00 00 00,,,,,
Ch‚teau de l'EmpÈri,,,,,,,5.098425,43.638462,Salon de Provence,,cdt:Monument,Ch‚teau,,,,MontÈe,Du Puech,,,13300,,SALON DE PROVENCE,non,,04 90 44 72 80,,,,,
Vieux village de Vitrolles,,,,,,,5.265538,43.450861,Vitrolles,,cdt:Site,Village perchÈ - village pittoresque,,,,,,,,13127,,VITROLLES,non,,04 42 77 90 27,tourisme@ville-vitrolles13.fr,,,,
Miroir aux oiseaux (quai Brescon) et canal St SÈbastien,,,,,,,5.055456,43.405141,Martigues,,cdt:Site,"Quartier historique

Port",,,,Quai,Brescon,,,13500,,MARTIGUES,non,,00 00 00 00 00,,,,,
Viaduc ferroviaire de Caronte,,,,,,,5.024861,43.401618,Martigues,,cdt:Monument,Viaduc,,,,,,,,13500,,MARTIGUES,non,,00 00 00 00 00,,,,,
Jardin Lapidaire,,,,,,,5.048639,43.402754,Martigues,,cdt:Monument,Patrimoine divers,,,,Avenue,Ziem,,,13500,,MARTIGUES,non,,00 00 00 00 00,,,,,
ThÈ‚tre des Salins,,,,,,,5.051501,43.407173,Martigues,,cdt:Monument,Patrimoine divers,,19,,Quai,Paul Doumer,,,13500,,MARTIGUES,non,,04 42 44 36 00,administration@theatre-des-salins.fr,http://www.theatre-des-salins.fr,,,
Chapelle de l'Annonciade,,,,,,,5.054327,43.40359,Martigues,,cdt:Monument,Chapelle,,,,Rue,Du Dr Serieux,,,13500,,MARTIGUES,non,,04 42 42 31 10,,,,,
Pont Levant,,,,,,,5.056822,43.404527,Martigues,,cdt:Monument,Pont,,,,,,,,13500,,MARTIGUES,non,,"04 42 40 60 60

04 42 05 60 65",,,,,
Chapelle Notre Dame de Caderot,,,,,,,5.159646,43.495338,Berre l'Etang,,cdt:Monument,Chapelle,,,,Avenue,De sylvanes,,,13130,,BERRE L'ETANG,non,,04 42 85 41 18,,,,,
HÙtel de Ville,,,,,,,5.048223,43.405737,Martigues,,cdt:Monument,Patrimoine divers,,,,Avenue,Louis Sammut,,,13500,,MARTIGUES,non,,04 42 44 33 33,,,,,
Place Mirabeau,,,,,,,5.055548,43.405473,Martigues,,cdt:Monument,Place - cours,,,,Place,Mirabeau,,,13500,,MARTIGUES,non,,00 00 00 00 00,,,,,
…glise Saint-Nicolas,,,,,,,5.215176,43.415595,Marignane,,cdt:Monument,Eglise,,,,Avenue,Jean JaurËs,,,13700,,MARIGNANE,non,,04 42 88 60 69,,,,,
Chapelle Notre-Dame de PitiÈ,,,,,,,5.2110093,43.4181781,Marignane,,cdt:Monument,Chapelle,,,,,Plaine Notre Dame,,,13700,,MARIGNANE,non,,04 42 31 12 97,,,,,
Viaduc autoroutier,,,,,,,5.042156,43.402608,Martigues,,cdt:Monument,Viaduc,,,,Autoroute,A55,,,13500,,MARTIGUES,non,,00 00 00 00 00,,,,,
Village de Cornillon Confoux,,,,,,,5.071672,43.555806,Cornillon Confoux,,cdt:Site,Village perchÈ - village pittoresque,,,,,,,,13250,,CORNILLON CONFOUX,non,,04 90 50 43 17,,http://www.cornillonconfoux.fr,,,
Orgue de la Madeleine,,,,,,,5.054867,43.405369,Martigues,,cdt:Monument,Orgue,,,,Place,Rouget de l'isle,Quartier de l'Isle,,13500,,MARTIGUES,non,,04 42 42 10 65,,,,,
Oppidum Saint Blaise,,,,,,,4.981313,43.464149,Saint Mitre les Remparts,,cdt:Site,Oppidum,Site archÈologique de St Blaise,,,,,,,13920,,SAINT MITRE LES REMPARTS,non,,04 42 49 18 93,,,,,
Maison du Tourisme,,,,,,,5.047247,43.405387,Martigues,,cdt:Monument,Patrimoine divers,,,,Rond-point,De l'HÙtel de Ville,,,13500,,MARTIGUES,non,,04 42 44 33 33,,,,,
Eglise dÈdiÈe ‡ Saint Mitre et Saint Blaise,,,,,,,5.014791,43.456615,Saint Mitre les Remparts,,cdt:Monument,Eglise,Centre ville,,,,,,,13920,,SAINT MITRE LES REMPARTS,non,,04 42 80 98 55,,,,,
Village de Miramas le Vieux,,,,,,,5.014758,43.584217,Miramas,,cdt:Site,Village perchÈ - village pittoresque,,,,,,,,13140,,MIRAMAS,non,,04 90 58 08 24,ot.miramas@free.fr,,,,
Eglise St Louis d'Anjou,,,,,,,5.054761,43.408021,Martigues,,cdt:Monument,Eglise,,,,,Du Colonel Denfert,,,13500,,MARTIGUES,non,,04 42 42 10 65,,,,,
Eglise Saint Nicolas,,,,,,,5.5017474,43.6946599,Pertuis,,cdt:Monument,Eglise,,,,Place,Mirabeau,,,84120,,PERTUIS,non,,04 90 79 15 56,contact@tourismepertuis.fr,http://www.tourismepertuis.fr,,,
Eglise Saint Nicolas,,,,,,,5.5017474,43.6946599,Pertuis,,cdt:Monument,Eglise,,,,Place,Mirabeau,,,84120,,PERTUIS,non,,04 90 79 15 56,contact@tourismepertuis.fr,http://www.tourismepertuis.fr,,,
Ville de Pertuis,,,,,,,5.501843,43.694275,Pertuis,,cdt:Site,Village perchÈ - village pittoresque,,,,,,,,84120,,PERTUIS,non,,04 90 79 15 56,contact@tourismepertuis.fr,http://www.tourismepertuis.fr,,,
Oppidum du Salounet ‡ l'Abbaye de Sainte Croix,,,,,,,5.135696,43.659142,Salon de Provence,,cdt:Site,Oppidum,Abbaye de Sainte Croix,D16,,Route,Du Val de Cuech,,,13300,,SALON DE PROVENCE,non,,04 90 56 24 55,"saintecroix@relaischateaux.com

directionsaintecroix@garrigae.com",http://www.hotels-provence.com,,,
Place des Anciens Combattants ‡ PÈlissanne,,,,,,,5.153997,43.629572,PÈlissanne,,cdt:Site,Place - Cours,,,,Place,Des Anciens Combattants,,,13330,,PELISSANNE,non,,04 90 55 15 55,,,,,
Eglise Notre-Dame-de-Lourdes de VernËgues,,,,,,,5.189124,43.684265,VernËgues,,cdt:Monument,Eglise,,,,Rue,De la Transhumance,,,13116,,VERNEGUES,non,,04 90 59 36 07,,,,,
HÙtel de Caumont,,,,,,,5.44883,43.525648,Aix en Provence,,cdt:Monument,HÙtel particulier,,1,,Rue,Joseph Cabassol,,,13100,,AIX EN PROVENCE,non,,00 00 00 00 00,,http://www.aixenprovencetourism.com,,,
Eglise Saint Nicolas,,,,,,,5.501843,43.694275,Pertuis,,cdt:Monument,Eglise,,,,,,,,84120,,PERTUIS,non,,04 90 79 15 56,contact@tourismepertuis.fr,http://www.tourismepertuis.fr,,,
Eglise Saint Denis,,,,,,,4.90129,43.875405,Ch‚teaurenard,,cdt:Monument,Eglise,,,,Place,De la Mairie,,,13160,,CHATEAURENARD,non,,04 90 24 25 50,,,,,
Eglise Saint Marc,,,,,,,5.500274,43.487933,Meyreuil,,cdt:Monument,Eglise,,,,,,,,13590,,MEYREUIL,non,,04 42 65 90 65,,,,,
Circuit vieille ville,,,,,,,5.501843,43.694275,Pertuis,,cdt:Monument,Patrimoine divers,,,,,,,,84120,,PERTUIS,non,,04 90 79 15 56,contact@tourismepertuis.fr,http://www.tourismepertuis.fr,,,
Usine Electrique,,,,,,,5.4836413,43.3380244,Allauch,,cdt:Monument,Patrimoine divers,,,,Avenue,Du GÈnÈral de Gaulle,,,13190,,ALLAUCH,non,,04 91 10 49 20,ot.allauch@visitprovence.com,http://www.tourisme.allauch.com,,,
Oratoire Saint Roch,,,,,,,4.902434,43.834279,Noves,,cdt:Monument,Oratoire,,,,Avenue,De la RÈpublique,PALUDS DE NOVES,,13550,,NOVES,non,,04 90 92 90 43,,,,,
Parc des Ateliers SNCF,,,,,,,4.635648,43.674843,Arles,,cdt:Monument,Patrimoine divers,,,,Avenue,Victor Hugo,,,13200,,ARLES,non,,04 90 49 38 20,,http://www.patrimoine.ville-arles.fr/images/document/projet-parc-ateliers-sncf-arles.pdf,,,
Ch‚teau des Remparts,,,,,,,5.685663,43.44568,Trets,,cdt:Monument,Ch‚teau,,,,Boulevard,Etienne Boyer,,,13530,,TRETS,non,,04 42 61 23 78,culture@ville-de-trets.fr,http://www.ville-de-trets.fr,,,
Chapelle Notre Dame de MisÈricorde dite Notre Dame des Marins,,,,,,,5.046185,43.415653,Martigues,,cdt:Monument,Chapelle,,,,Route,De la Vierge,,,13500,,MARTIGUES,non,,04 42 42 10 65,,,,,
MÈdiathËque Louis Aragon (patrimoine architectural),,,,,,,5.051521,43.404195,Martigues,,cdt:Monument,Patrimoine divers,,,,Quai,Des Anglais,,,13500,,MARTIGUES,non,,04 42 80 27 97,,http://www.mediatheque-martigues.fr,,,
Eglise de la Madeleine,,,,,,,5.054867,43.405369,Martigues,,cdt:Monument,Eglise,,1,,Place,Rouget de l'Isle,,,13500,,MARTIGUES,non,,04 42 42 10 65,,,,,
Ancien HÙtel de Ville,,,,,,,5.609035,43.173905,La Ciotat,,cdt:Monument,Patrimoine divers,,,,Quai,Ganteaume,,,13600,,LA CIOTAT,non,,04 42 71 40 99,,,,,
Eglise Saint SÈbastien,,,,,,,5.510198,43.352286,Allauch,,cdt:Monument,Eglise,,,,,,Allauch Village,,13190,,ALLAUCH,non,,04 91 68 19 41,ot.allauch@visitprovence.com,http://tourisme.allauch.com,,,
Eglise Saint Laurent de la BourdonniËre,,,,,,,5.496108,43.36358,Allauch,,cdt:Monument,Eglise,,,,Avenue,Etienne Cucca,,,13190,,ALLAUCH,non,,04 91 68 20 14,ot.allauch@visitprovence.com,http://tourisme.allauch.com,,,
Chapelle Notre Dame du Ch‚teau,,,,,,,5.510198,43.352286,Allauch,,cdt:Monument,Chapelle,,,,,,Vieux Village,,13190,,ALLAUCH,non,,04 91 10 49 20,ot.allauch@visitprovence.com,http://tourisme.allauch.com,,,
HÙtels particuliers de Tarascon,,,,,,,4.684924,43.813731,Tarascon,,cdt:Monument,HÙtel particulier,,,,,,,,13150,,TARASCON,non,,04 90 91 03 52,tourisme@tarascon.org,http://www.tarascon.fr,,,
Tour Anglica,,,,,,,4.745487,43.891198,Barbentane,,cdt:Monument,Tour - beffroi - campanile,,,,,,,,13570,,BARBENTANE,non,,04 90 90 85 86,,,,,
Ch‚teau de Barbentane,,,,,,,4.748585,43.900033,Barbentane,,cdt:Monument,Ch‚teau,,1,,Rue,Du Ch‚teau,,,13570,,BARBENTANE,non,,04 90 95 51 07,,,,,
Porte Calendrale,,,,,,,4.745487,43.891198,Barbentane,,cdt:Monument,Porte,,,,,,,,13570,,BARBENTANE,non,,04 90 90 85 86,,,,,
CloÓtre des Cordeliers,,,,,,,4.657946,43.804724,Tarascon,,cdt:Monument,CloÓtre,,,,Place,FrÈdÈric Mistral,,,13150,,TARASCON,non,,04 90 91 38 71,tourisme@tarascon.org,http://www.tarascon.fr,,,
Les cryptoportiques du Forum,,,,,,,4.627613,43.676371,Arles,,cdt:Monument,Patrimoine divers,HÙtel de ville,,,Place,De la RÈpublique,,,13200,,ARLES,non,,04 90 49 59 05,,http://www.patrimoine.ville-arles.fr/arles/ville.cfm?action=edifice&id=18,,,
